,source,target,edge
1836,amoxicillin,P10632,has_enzyme
1837,amoxicillin,P04190,has_enzyme
1838,oxybutynin,P08684,has_enzyme
1839,oxybutynin,P10632,has_enzyme
1840,oxybutynin,P10635,has_enzyme
1841,oxybutynin,P20815,has_enzyme
1842,melatonin,P04798,has_enzyme
1843,melatonin,P05177,has_enzyme
1844,melatonin,Q16678,has_enzyme
1845,melatonin,P33261,has_enzyme
1846,melatonin,P11712,has_enzyme
1847,melatonin,P46597,has_enzyme
1848,melatonin,P14902,has_enzyme
1849,melatonin,P05164,has_enzyme
1850,melatonin,P11511,has_enzyme
1851,glipizide,P22309,has_enzyme
1852,glipizide,P11712,has_enzyme
1853,clonazepam,P05181,has_enzyme
1854,clonazepam,P11245,has_enzyme
1855,clonazepam,P08684,has_enzyme
1856,promethazine,P11712,has_enzyme
1857,promethazine,P10635,has_enzyme
1858,promethazine,P20813,has_enzyme
1859,atazanavir,P08684,has_enzyme
1860,atazanavir,P11712,has_enzyme
1861,atazanavir,P22309,has_enzyme
1862,atazanavir,P10632,has_enzyme
1863,atazanavir,P05177,has_enzyme
1864,perhexiline,P20813,has_enzyme
1865,perhexiline,P08684,has_enzyme
1866,perhexiline,P10635,has_enzyme
1867,diphenhydramine,P23219,has_enzyme
1868,diphenhydramine,P10635,has_enzyme
1869,diphenhydramine,P11712,has_enzyme
1870,diphenhydramine,P33261,has_enzyme
1871,atorvastatin,P08684,has_enzyme
1872,atorvastatin,P20815,has_enzyme
1873,atorvastatin,P24462,has_enzyme
1874,atorvastatin,P10632,has_enzyme
1875,atorvastatin,P10635,has_enzyme
1876,atorvastatin,P11712,has_enzyme
1877,atorvastatin,P33261,has_enzyme
1878,atorvastatin,P20813,has_enzyme
1879,atorvastatin,P22309,has_enzyme
1880,atorvastatin,P35503,has_enzyme
1881,tegaserod,P05177,has_enzyme
1882,tegaserod,P10632,has_enzyme
1883,tegaserod,P10635,has_enzyme
1884,tegaserod,P05181,has_enzyme
1885,orlistat,P08684,has_enzyme
1886,orlistat,P47712,has_enzyme
1887,orlistat,P49327,has_enzyme
1888,primaquine,P08684,has_enzyme
1889,primaquine,P05177,has_enzyme
1890,primaquine,P10635,has_enzyme
1891,primaquine,P04798,has_enzyme
1892,primaquine,Q16678,has_enzyme
1893,fluvastatin,P04798,has_enzyme
1894,fluvastatin,P08684,has_enzyme
1895,fluvastatin,P20815,has_enzyme
1896,fluvastatin,P10632,has_enzyme
1897,fluvastatin,P11712,has_enzyme
1898,fluvastatin,P33261,has_enzyme
1899,fluvastatin,P10635,has_enzyme
1900,fluvastatin,P22309,has_enzyme
1901,fluvastatin,P35503,has_enzyme
1902,fluvastatin,P16662,has_enzyme
1903,fluvastatin,P20813,has_enzyme
1904,leflunomide,P11712,has_enzyme
1905,leflunomide,P05177,has_enzyme
1906,rosuvastatin,P11712,has_enzyme
1907,pimozide,P10635,has_enzyme
1908,pimozide,P08684,has_enzyme
1909,pimozide,P05177,has_enzyme
1910,pimozide,P20815,has_enzyme
1911,pimozide,P24462,has_enzyme
1912,capecitabine,P19971,has_enzyme
1913,capecitabine,P23141,has_enzyme
1914,capecitabine,Q12882,has_enzyme
1915,capecitabine,P32320,has_enzyme
1916,capecitabine,P11712,has_enzyme
1917,sertraline,P08684,has_enzyme
1918,sertraline,P10635,has_enzyme
1919,sertraline,P33261,has_enzyme
1920,sertraline,P11712,has_enzyme
1921,sertraline,P20813,has_enzyme
1922,sertraline,P27338,has_enzyme
1923,sertraline,P21397,has_enzyme
1924,sertraline,Q14097,has_enzyme
1925,sertraline,P05181,has_enzyme
1926,sibutramine,P08684,has_enzyme
1927,miconazole,P11712,has_enzyme
1928,miconazole,P33261,has_enzyme
1929,miconazole,P11509,has_enzyme
1930,miconazole,P05181,has_enzyme
1931,miconazole,P08684,has_enzyme
1932,miconazole,P20813,has_enzyme
1933,miconazole,P10635,has_enzyme
1934,miconazole,P10632,has_enzyme
1935,miconazole,P15538,has_enzyme
1936,miconazole,Q16850,has_enzyme
1937,miconazole,P11511,has_enzyme
1938,chlorpheniramine,P08684,has_enzyme
1939,chlorpheniramine,P10635,has_enzyme
1940,chlorpheniramine,P20815,has_enzyme
1941,chlorpheniramine,P24462,has_enzyme
1942,nifedipine,P08684,has_enzyme
1943,nifedipine,P10635,has_enzyme
1944,nifedipine,P05177,has_enzyme
1945,nifedipine,P11509,has_enzyme
1946,nifedipine,P10632,has_enzyme
1947,nifedipine,P04798,has_enzyme
1948,nifedipine,P20813,has_enzyme
1949,nifedipine,P05181,has_enzyme
1950,nifedipine,P11712,has_enzyme
1951,nifedipine,P20815,has_enzyme
1952,atovaquone,P11712,has_enzyme
1953,atovaquone,P08684,has_enzyme
1954,amiodarone,P08684,has_enzyme
1955,amiodarone,P10632,has_enzyme
1956,amiodarone,P10635,has_enzyme
1957,amiodarone,P11712,has_enzyme
1958,amiodarone,P05177,has_enzyme
1959,amiodarone,P33261,has_enzyme
1960,amiodarone,P04798,has_enzyme
1961,amiodarone,P11509,has_enzyme
1962,amiodarone,P51589,has_enzyme
1963,ambenonium,P06276,has_enzyme
1964,tolbutamide,P11712,has_enzyme
1965,tolbutamide,P10632,has_enzyme
1966,tolbutamide,P33261,has_enzyme
1967,tolbutamide,P33260,has_enzyme
1968,dutasteride,P20815,has_enzyme
1969,econazole,P11511,has_enzyme
1970,econazole,P05181,has_enzyme
1971,econazole,P08684,has_enzyme
1972,bicalutamide,P33261,has_enzyme
1973,bicalutamide,P11712,has_enzyme
1974,bicalutamide,P10635,has_enzyme
1975,bicalutamide,P08684,has_enzyme
1976,rabeprazole,P04798,has_enzyme
1977,rabeprazole,P05177,has_enzyme
1978,rabeprazole,P11712,has_enzyme
1979,rabeprazole,P10635,has_enzyme
1980,rabeprazole,P10632,has_enzyme
1981,rabeprazole,P08684,has_enzyme
1982,rabeprazole,P33261,has_enzyme
1983,pioglitazone,P04798,has_enzyme
1984,pioglitazone,P10632,has_enzyme
1985,pioglitazone,P08684,has_enzyme
1986,carvedilol,P05177,has_enzyme
1987,carvedilol,P08684,has_enzyme
1988,carvedilol,P04798,has_enzyme
1989,carvedilol,P05181,has_enzyme
1990,carvedilol,P22309,has_enzyme
1991,carvedilol,P06133,has_enzyme
1992,carvedilol,P16662,has_enzyme
1993,carvedilol,P11712,has_enzyme
1994,carvedilol,P10635,has_enzyme
1995,carvedilol,P47989,has_enzyme
1996,levofloxacin,P11712,has_enzyme
1997,micafungin,P15289,has_enzyme
1998,micafungin,P21964,has_enzyme
1999,doxepin,P08684,has_enzyme
2000,doxepin,P10635,has_enzyme
2001,doxepin,P33261,has_enzyme
2002,doxepin,P11712,has_enzyme
2003,doxepin,P05177,has_enzyme
2004,amifostine,P05186,has_enzyme
2005,nefazodone,P08684,has_enzyme
2006,nefazodone,Q9HB55,has_enzyme
2007,nefazodone,P20815,has_enzyme
2008,nefazodone,P24462,has_enzyme
2009,nefazodone,P08684,has_enzyme
2010,nefazodone,P10635,has_enzyme
2011,nefazodone,Q14097,has_enzyme
2012,desipramine,P10635,has_enzyme
2013,desipramine,P05177,has_enzyme
2014,desipramine,P08684,has_enzyme
2015,desipramine,P20813,has_enzyme
2016,desipramine,P05181,has_enzyme
2017,gemifloxacin,P05177,has_enzyme
2018,bupropion,P11712,has_enzyme
2019,bupropion,P05181,has_enzyme
2020,bupropion,P20813,has_enzyme
2021,bupropion,P10635,has_enzyme
2022,ofloxacin,P05177,has_enzyme
2023,itraconazole,P20813,has_enzyme
2024,itraconazole,P04798,has_enzyme
2025,itraconazole,P05181,has_enzyme
2026,itraconazole,P08684,has_enzyme
2027,itraconazole,P20815,has_enzyme
2028,itraconazole,P24462,has_enzyme
2029,itraconazole,P08684,has_enzyme
2030,itraconazole,Q9HB55,has_enzyme
2031,itraconazole,P20815,has_enzyme
2032,itraconazole,P24462,has_enzyme
2033,procarbazine,P47989,has_enzyme
2034,kanamycin,P9WQG9,has_enzyme
2035,kanamycin,P05057,has_enzyme
2036,kanamycin,P00551,has_enzyme
2037,orphenadrine,P20813,has_enzyme
2038,orphenadrine,P08684,has_enzyme
2039,orphenadrine,P05181,has_enzyme
2040,orphenadrine,P05177,has_enzyme
2041,orphenadrine,P10635,has_enzyme
2042,phenobarbital,P33261,has_enzyme
2043,phenobarbital,P11712,has_enzyme
2044,phenobarbital,P05181,has_enzyme
2045,phenobarbital,P20813,has_enzyme
2046,phenobarbital,P10632,has_enzyme
2047,phenobarbital,P08684,has_enzyme
2048,phenobarbital,P05177,has_enzyme
2049,phenobarbital,P20815,has_enzyme
2050,phenobarbital,P04798,has_enzyme
2051,phenobarbital,P33260,has_enzyme
2052,phenobarbital,P24462,has_enzyme
2053,phenobarbital,P13584,has_enzyme
2054,phenobarbital,P22309,has_enzyme
2055,phenobarbital,P16662,has_enzyme
2056,phenobarbital,P11509,has_enzyme
2057,escitalopram,P08684,has_enzyme
2058,escitalopram,P10635,has_enzyme
2059,escitalopram,P33261,has_enzyme
2060,escitalopram,P21397,has_enzyme
2061,escitalopram,P27338,has_enzyme
2062,idarubicin,P11712,has_enzyme
2063,idarubicin,P10635,has_enzyme
2064,ifosfamide,P20813,has_enzyme
2065,ifosfamide,P08684,has_enzyme
2066,ifosfamide,P20815,has_enzyme
2067,ifosfamide,P33261,has_enzyme
2068,ifosfamide,P11712,has_enzyme
2069,ifosfamide,P10632,has_enzyme
2070,ifosfamide,P11509,has_enzyme
2071,ifosfamide,P33260,has_enzyme
2072,ifosfamide,P23219,has_enzyme
2073,propafenone,P10635,has_enzyme
2074,propafenone,P08684,has_enzyme
2075,propafenone,P05177,has_enzyme
2076,naloxone,P08684,has_enzyme
2077,naloxone,P22309,has_enzyme
2078,naloxone,P33260,has_enzyme
2079,naloxone,P33261,has_enzyme
2080,pergolide,P08684,has_enzyme
2081,clindamycin,P20815,has_enzyme
2082,clindamycin,P08684,has_enzyme
2083,oxymorphone,P08684,has_enzyme
2084,oxymorphone,P10635,has_enzyme
2085,acebutolol,P10635,has_enzyme
2086,flecainide,P10635,has_enzyme
2087,flecainide,P05177,has_enzyme
2088,flecainide,P11712,has_enzyme
2089,estramustine,P08684,has_enzyme
2090,bromocriptine,P08684,has_enzyme
2091,rifapentine,P33261,has_enzyme
2092,rifapentine,P20813,has_enzyme
2093,rifapentine,P08684,has_enzyme
2094,rifapentine,Q9HB55,has_enzyme
2095,rifapentine,P20815,has_enzyme
2096,rifapentine,P24462,has_enzyme
2097,rifapentine,P10632,has_enzyme
2098,rifapentine,P11712,has_enzyme
2099,rifapentine,P08684,has_enzyme
2100,mitoxantrone,Q16678,has_enzyme
2101,mitoxantrone,P08684,has_enzyme
2102,mitoxantrone,P05181,has_enzyme
2103,lomustine,P10635,has_enzyme
2104,lomustine,P08684,has_enzyme
2105,clarithromycin,P08684,has_enzyme
2106,clarithromycin,P20815,has_enzyme
2107,ceftriaxone,P15104,has_enzyme
2108,estazolam,P08684,has_enzyme
2109,finasteride,P08684,has_enzyme
2110,finasteride,P20815,has_enzyme
2111,finasteride,P24462,has_enzyme
2112,anastrozole,P08684,has_enzyme
2113,anastrozole,P20815,has_enzyme
2114,anastrozole,P10632,has_enzyme
2115,anastrozole,P22310,has_enzyme
2116,anastrozole,P35503,has_enzyme
2117,anastrozole,P16662,has_enzyme
2118,anastrozole,P05177,has_enzyme
2119,anastrozole,P11712,has_enzyme
2120,rifaximin,P08684,has_enzyme
2121,rifaximin,P33261,has_enzyme
2122,rifaximin,P10632,has_enzyme
2123,ketamine,P23219,has_enzyme
2124,ketamine,P10632,has_enzyme
2125,ketamine,P20813,has_enzyme
2126,ketamine,P11712,has_enzyme
2127,ketamine,P08684,has_enzyme
2128,budesonide,P20815,has_enzyme
2129,budesonide,P08684,has_enzyme
2130,budesonide,Q9HB55,has_enzyme
2131,budesonide,P20815,has_enzyme
2132,budesonide,P24462,has_enzyme
2133,budesonide,P11509,has_enzyme
2134,budesonide,Q16678,has_enzyme
2135,budesonide,P20813,has_enzyme
2136,budesonide,P10632,has_enzyme
2137,budesonide,P11712,has_enzyme
2138,budesonide,P33261,has_enzyme
2139,budesonide,P08684,has_enzyme
2140,aminophylline,P05181,has_enzyme
2141,aminophylline,P08684,has_enzyme
2142,aminophylline,P05177,has_enzyme
2143,quetiapine,P33261,has_enzyme
2144,quetiapine,P10635,has_enzyme
2145,quetiapine,P24462,has_enzyme
2146,quetiapine,P08684,has_enzyme
2147,quetiapine,P20815,has_enzyme
2148,enoxaparin,P05164,has_enzyme
2149,mivacurium,P06276,has_enzyme
2150,paclitaxel,P08684,has_enzyme
2151,paclitaxel,P20815,has_enzyme
2152,paclitaxel,P24462,has_enzyme
2153,paclitaxel,P11511,has_enzyme
2154,paclitaxel,Q16678,has_enzyme
2155,paclitaxel,P10632,has_enzyme
2156,saquinavir,P10632,has_enzyme
2157,saquinavir,P10635,has_enzyme
2158,saquinavir,P08684,has_enzyme
2159,saquinavir,P20815,has_enzyme
2160,saquinavir,P24462,has_enzyme
2161,metoclopramide,P08684,has_enzyme
2162,metoclopramide,P05177,has_enzyme
2163,metoclopramide,P10635,has_enzyme
2164,aripiprazole,P08684,has_enzyme
2165,aripiprazole,P24462,has_enzyme
2166,aripiprazole,P20815,has_enzyme
2167,aripiprazole,P10635,has_enzyme
2168,gemfibrozil,P10632,has_enzyme
2169,gemfibrozil,P33261,has_enzyme
2170,gemfibrozil,P11712,has_enzyme
2171,gemfibrozil,P05177,has_enzyme
2172,gemfibrozil,P08684,has_enzyme
2173,gemfibrozil,P16662,has_enzyme
2174,gemfibrozil,P22309,has_enzyme
2175,gemfibrozil,P35503,has_enzyme
2176,gemfibrozil,O60656,has_enzyme
2177,gemfibrozil,P06133,has_enzyme
2178,gemfibrozil,O75795,has_enzyme
2179,clomipramine,P10635,has_enzyme
2180,clomipramine,P33261,has_enzyme
2181,clomipramine,P05177,has_enzyme
2182,clomipramine,P08684,has_enzyme
2183,docetaxel,P08684,has_enzyme
2184,docetaxel,P20815,has_enzyme
2185,docetaxel,P24462,has_enzyme
2186,docetaxel,Q16678,has_enzyme
2187,dasatinib,P04798,has_enzyme
2188,dasatinib,P05177,has_enzyme
2189,dasatinib,Q16678,has_enzyme
2190,dasatinib,P20815,has_enzyme
2191,dasatinib,P31513,has_enzyme
2192,dasatinib,P08684,has_enzyme
2193,lapatinib,P08684,has_enzyme
2194,lapatinib,P20815,has_enzyme
2195,lapatinib,P10632,has_enzyme
2196,lapatinib,P33261,has_enzyme
2197,sitagliptin,P08684,has_enzyme
2198,sitagliptin,P10632,has_enzyme
2199,decitabine,P30085,has_enzyme
2200,decitabine,P15531,has_enzyme
2201,decitabine,P22392,has_enzyme
2202,decitabine,P27707,has_enzyme
2203,decitabine,P32320,has_enzyme
2204,posaconazole,P08684,has_enzyme
2205,darunavir,P10635,has_enzyme
2206,darunavir,P08684,has_enzyme
2207,paliperidone,P08684,has_enzyme
2208,paliperidone,P10635,has_enzyme
2209,paliperidone,P20815,has_enzyme
2210,sunitinib,P08684,has_enzyme
2211,sunitinib,P20815,has_enzyme
2212,sunitinib,P24462,has_enzyme
2213,hydralazine,P08684,has_enzyme
2214,exenatide,P27487,has_enzyme
2215,nelarabine,P00813,has_enzyme
2216,nelarabine,P27707,has_enzyme
2217,nelarabine,Q16854,has_enzyme
2218,lumiracoxib,P33261,has_enzyme
2219,lumiracoxib,O60656,has_enzyme
2220,lumiracoxib,P05177,has_enzyme
2221,lumiracoxib,P11712,has_enzyme
2222,corticotropin,P26439,has_enzyme
2223,corticotropin,O15528,has_enzyme
2224,corticotropin,Q07973,has_enzyme
2225,corticotropin,P08684,has_enzyme
2226,fosphenytoin,P05177,has_enzyme
2227,fosphenytoin,P19224,has_enzyme
2228,fosphenytoin,O60656,has_enzyme
2229,fosphenytoin,P33261,has_enzyme
2230,fosphenytoin,P20813,has_enzyme
2231,fosphenytoin,P11712,has_enzyme
2232,fosphenytoin,P08684,has_enzyme
2233,cefazolin,P51580,has_enzyme
2234,cefoxitin,P00808,has_enzyme
2235,pancuronium,P06276,has_enzyme
2236,tasosartan,P08684,has_enzyme
2237,penbutolol,P10635,has_enzyme
2238,ephedrine,P06276,has_enzyme
2239,ephedrine,P22303,has_enzyme
2240,rasagiline,P05177,has_enzyme
2241,cortisone acetate,P08684,has_enzyme
2242,cortisone acetate,P20815,has_enzyme
2243,mibefradil,P15538,has_enzyme
2244,mibefradil,P19099,has_enzyme
2245,mibefradil,P08684,has_enzyme
2246,mibefradil,P05177,has_enzyme
2247,mibefradil,P10635,has_enzyme
2248,mibefradil,P20815,has_enzyme
2249,mibefradil,P24462,has_enzyme
2250,bezafibrate,P04798,has_enzyme
2251,bezafibrate,P10632,has_enzyme
2252,bezafibrate,P08684,has_enzyme
2253,colchicine,P20813,has_enzyme
2254,colchicine,P10632,has_enzyme
2255,colchicine,P05181,has_enzyme
2256,colchicine,P08684,has_enzyme
2257,danazol,P08684,has_enzyme
2258,danazol,P11511,has_enzyme
2259,bambuterol,P06276,has_enzyme
2260,dextroamphetamine,P10635,has_enzyme
2261,dextroamphetamine,P46883,has_enzyme
2262,quazepam,P33261,has_enzyme
2263,quazepam,P11712,has_enzyme
2264,quazepam,P08684,has_enzyme
2265,quazepam,P20813,has_enzyme
2266,everolimus,P10635,has_enzyme
2267,everolimus,P08684,has_enzyme
2268,solifenacin,P04798,has_enzyme
2269,solifenacin,P10635,has_enzyme
2270,solifenacin,P08684,has_enzyme
2271,deferasirox,P08684,has_enzyme
2272,deferasirox,P22309,has_enzyme
2273,deferasirox,P35503,has_enzyme
2274,deferasirox,O60656,has_enzyme
2275,deferasirox,P10632,has_enzyme
2276,deferasirox,P05177,has_enzyme
2277,hydroxychloroquine,P08684,has_enzyme
2278,hydroxychloroquine,P10635,has_enzyme
2279,hydroxychloroquine,P10632,has_enzyme
2280,thiotepa,P08684,has_enzyme
2281,thiotepa,P06276,has_enzyme
2282,thiotepa,P20813,has_enzyme
2283,nimesulide,P08684,has_enzyme
2284,iproniazid,P10635,has_enzyme
2285,iproniazid,P11712,has_enzyme
2286,iproniazid,P21397,has_enzyme
2287,iproniazid,P27338,has_enzyme
2288,zomepirac,P08684,has_enzyme
2289,zimelidine,P08684,has_enzyme
2290,maraviroc,P08684,has_enzyme
2291,febuxostat,P22309,has_enzyme
2292,febuxostat,P35503,has_enzyme
2293,febuxostat,O60656,has_enzyme
2294,febuxostat,P16662,has_enzyme
2295,febuxostat,P05177,has_enzyme
2296,febuxostat,P10632,has_enzyme
2297,febuxostat,P11712,has_enzyme
2298,dronedarone,P20815,has_enzyme
2299,dronedarone,P51589,has_enzyme
2300,dronedarone,P10635,has_enzyme
2301,dronedarone,P08684,has_enzyme
2302,nebivolol,P08684,has_enzyme
2303,nebivolol,P33261,has_enzyme
2304,nebivolol,P10635,has_enzyme
2305,milnacipran,P08684,has_enzyme
2306,ximelagatran,P11712,has_enzyme
2307,clevidipine,P11712,has_enzyme
2308,clevidipine,P10635,has_enzyme
2309,clevidipine,P05181,has_enzyme
2310,clevidipine,P33261,has_enzyme
2311,clevidipine,P08684,has_enzyme
2312,clevidipine,P06276,has_enzyme
2313,permethrin,P20813,has_enzyme
2314,methsuximide,P33261,has_enzyme
2315,dexlansoprazole,P33261,has_enzyme
2316,dexlansoprazole,P08684,has_enzyme
2317,sulfathiazole,P11511,has_enzyme
2318,acetylcysteine,Q03154,has_enzyme
2319,romidepsin,P20815,has_enzyme
2320,romidepsin,P04798,has_enzyme
2321,romidepsin,P20813,has_enzyme
2322,romidepsin,P33261,has_enzyme
2323,romidepsin,P08684,has_enzyme
2324,tapentadol,O60656,has_enzyme
2325,tapentadol,P16662,has_enzyme
2326,tapentadol,P10635,has_enzyme
2327,tapentadol,P11712,has_enzyme
2328,tapentadol,P33261,has_enzyme
2329,silodosin,P16662,has_enzyme
2330,silodosin,P05091,has_enzyme
2331,silodosin,P14550,has_enzyme
2332,silodosin,P08684,has_enzyme
2333,tolvaptan,P08684,has_enzyme
2334,temsirolimus,P10635,has_enzyme
2335,temsirolimus,P08684,has_enzyme
2336,temsirolimus,P20815,has_enzyme
2337,temsirolimus,P24462,has_enzyme
2338,saxagliptin,P20815,has_enzyme
2339,saxagliptin,P08684,has_enzyme
2340,ambrisentan,P08684,has_enzyme
2341,ambrisentan,P33261,has_enzyme
2342,ambrisentan,O60656,has_enzyme
2343,ambrisentan,P16662,has_enzyme
2344,ambrisentan,P35503,has_enzyme
2345,ambrisentan,P20815,has_enzyme
2346,oxymetholone,P21397,has_enzyme
2347,oxymetholone,P10635,has_enzyme
2348,oxymetholone,P18405,has_enzyme
2349,oxymetholone,P08684,has_enzyme
2350,oxymetholone,P20815,has_enzyme
2351,oxymetholone,P24462,has_enzyme
2352,oxymetholone,Q9HB55,has_enzyme
2353,etravirine,P08684,has_enzyme
2354,etravirine,P11712,has_enzyme
2355,etravirine,P33261,has_enzyme
2356,pazopanib,P10635,has_enzyme
2357,pazopanib,P10632,has_enzyme
2358,pazopanib,P05177,has_enzyme
2359,pazopanib,P08684,has_enzyme
2360,desvenlafaxine,P08684,has_enzyme
2361,desvenlafaxine,P10635,has_enzyme
2362,dexmethylphenidate,Q7SIA5,has_enzyme
2363,fesoterodine,P10635,has_enzyme
2364,fesoterodine,P08684,has_enzyme
2365,methyltestosterone,P20813,has_enzyme
2366,methyltestosterone,P08684,has_enzyme
2367,methyltestosterone,P11511,has_enzyme
2368,aceclofenac,P11712,has_enzyme
2369,betaine,P06276,has_enzyme
2370,betaine,O43272,has_enzyme
2371,pinacidil,P08684,has_enzyme
2372,bendamustine,P05177,has_enzyme
2373,capsaicin,P08684,has_enzyme
2374,capsaicin,P35354,has_enzyme
2375,capsaicin,P05164,has_enzyme
2376,capsaicin,P05177,has_enzyme
2377,capsaicin,P05181,has_enzyme
2378,capsaicin,P21397,has_enzyme
2379,capsaicin,P09172,has_enzyme
2380,capsaicin,P15104,has_enzyme
2381,capsaicin,P06276,has_enzyme
2382,raltegravir,P22309,has_enzyme
2383,nandrolone decanoate,P11511,has_enzyme
2384,nandrolone decanoate,P27338,has_enzyme
2385,nandrolone decanoate,P21397,has_enzyme
2386,nandrolone decanoate,P16662,has_enzyme
2387,nandrolone decanoate,P22310,has_enzyme
2388,nandrolone decanoate,P06133,has_enzyme
2389,nandrolone decanoate,P35503,has_enzyme
2390,nandrolone decanoate,P22309,has_enzyme
2391,nandrolone decanoate,Q9HAW8,has_enzyme
2392,aliskiren,P08684,has_enzyme
2393,moxisylyte,P06276,has_enzyme
2394,moxisylyte,P08684,has_enzyme
2395,moxisylyte,Q9HB55,has_enzyme
2396,moxisylyte,P20815,has_enzyme
2397,moxisylyte,P24462,has_enzyme
2398,pyrantel,Q02928,has_enzyme
2399,benzbromarone,P33261,has_enzyme
2400,dexchlorpheniramine,P10635,has_enzyme
2401,candesartan,P10632,has_enzyme
2402,candesartan,P11712,has_enzyme
2403,candesartan,P35503,has_enzyme
2404,candesartan,P23219,has_enzyme
2405,tenofovir,P15531,has_enzyme
2406,tenofovir,P22392,has_enzyme
2407,tenofovir,P00568,has_enzyme
2408,tenofovir,P54819,has_enzyme
0,daptomycin,P08183,has_transporter
1,cyclosporine,P08183,has_transporter
2,cyclosporine,O95342,has_transporter
3,cyclosporine,Q12908,has_transporter
4,cyclosporine,Q14973,has_transporter
5,cyclosporine,Q4U2R8,has_transporter
6,cyclosporine,Q5T3U5,has_transporter
7,cyclosporine,Q92887,has_transporter
8,cyclosporine,Q9UNQ0,has_transporter
9,cyclosporine,Q9Y6L6,has_transporter
10,cyclosporine,Q9NPD5,has_transporter
11,agalsidase beta,P20645,has_transporter
12,octreotide,P08183,has_transporter
13,octreotide,Q92887,has_transporter
14,oxytocin,Q15109,has_transporter
15,cyanocobalamin,Q9BXJ7,has_transporter
16,cyanocobalamin,P20061,has_transporter
17,cyanocobalamin,P20062,has_transporter
18,cyanocobalamin,P27352,has_transporter
19,cyanocobalamin,O60494,has_transporter
20,cyanocobalamin,P98164,has_transporter
21,cyanocobalamin,P33527,has_transporter
22,riboflavin,Q4U2R8,has_transporter
23,thiamine,O15244,has_transporter
24,thiamine,O15245,has_transporter
25,thiamine,O76082,has_transporter
26,thiamine,O60779,has_transporter
27,thiamine,Q9BZV2,has_transporter
28,folic acid,Q96J66,has_transporter
29,folic acid,O15438,has_transporter
30,folic acid,Q4U2R8,has_transporter
31,folic acid,O15439,has_transporter
32,folic acid,Q9UNQ0,has_transporter
33,folic acid,Q96NT5,has_transporter
34,folic acid,Q9H2D1,has_transporter
35,vitamin a,Q9BX79,has_transporter
36,vitamin e,Q8WTV0,has_transporter
37,vitamin e,O95477,has_transporter
38,vitamin e,Q9UHC9,has_transporter
39,vitamin e,P45844,has_transporter
40,pyridoxine,P05186,has_transporter
41,pravastatin,Q9Y6L6,has_transporter
42,pravastatin,O94956,has_transporter
43,pravastatin,P08183,has_transporter
44,pravastatin,P46721,has_transporter
45,pravastatin,Q4U2R8,has_transporter
46,pravastatin,Q8TCC7,has_transporter
47,pravastatin,Q92887,has_transporter
48,pravastatin,Q9NSA0,has_transporter
49,pravastatin,Q9UNQ0,has_transporter
50,pravastatin,Q9Y694,has_transporter
51,pravastatin,P53985,has_transporter
52,pravastatin,O95342,has_transporter
53,pravastatin,Q9NPD5,has_transporter
54,fluvoxamine,P08183,has_transporter
55,fluvoxamine,O95342,has_transporter
56,valsartan,Q9NPD5,has_transporter
57,valsartan,Q9Y6L6,has_transporter
58,valsartan,Q92887,has_transporter
59,ramipril,P46059,has_transporter
60,ramipril,Q16348,has_transporter
61,amphetamine,O75751,has_transporter
62,amphetamine,O76082,has_transporter
63,bortezomib,P08183,has_transporter
64,bortezomib,Q9NPD5,has_transporter
65,fluconazole,P08183,has_transporter
66,troglitazone,O95342,has_transporter
67,troglitazone,Q9Y6L6,has_transporter
68,oseltamivir,O15439,has_transporter
69,oseltamivir,P46059,has_transporter
70,oseltamivir,Q8TCC7,has_transporter
71,erythromycin,Q9NPD5,has_transporter
72,erythromycin,O95342,has_transporter
73,erythromycin,P08183,has_transporter
74,erythromycin,Q9Y6L6,has_transporter
75,erythromycin,Q92887,has_transporter
76,erythromycin,P46721,has_transporter
77,caffeine,Q9UNQ0,has_transporter
78,sildenafil,O15439,has_transporter
79,sildenafil,O15440,has_transporter
80,sildenafil,Q5T3U5,has_transporter
81,sildenafil,Q9Y6L6,has_transporter
82,sildenafil,P08183,has_transporter
83,dofetilide,O15244,has_transporter
84,pyrimethamine,Q96FL8,has_transporter
85,pyrimethamine,Q86VL8,has_transporter
86,reserpine,P08183,has_transporter
87,reserpine,O15245,has_transporter
88,reserpine,O95342,has_transporter
89,reserpine,Q92887,has_transporter
90,reserpine,O15244,has_transporter
91,reserpine,Q9Y6L6,has_transporter
92,reserpine,O94956,has_transporter
93,azithromycin,P08183,has_transporter
94,azithromycin,Q92887,has_transporter
95,midodrine,P46059,has_transporter
96,pantoprazole,P08183,has_transporter
97,pantoprazole,Q9UNQ0,has_transporter
98,pantoprazole,Q8TCC7,has_transporter
99,citalopram,P08183,has_transporter
100,eletriptan,P08183,has_transporter
101,nelfinavir,P08183,has_transporter
102,nelfinavir,O15245,has_transporter
103,nelfinavir,P46721,has_transporter
104,nelfinavir,Q9UNQ0,has_transporter
105,nelfinavir,Q9Y6L6,has_transporter
106,nelfinavir,Q9NPD5,has_transporter
107,nelfinavir,O94956,has_transporter
108,nelfinavir,O95342,has_transporter
109,glimepiride,O95342,has_transporter
110,indinavir,P08183,has_transporter
111,indinavir,O15245,has_transporter
112,indinavir,P33527,has_transporter
113,indinavir,P46721,has_transporter
114,indinavir,Q9Y6L6,has_transporter
115,indinavir,Q92887,has_transporter
116,indinavir,O94956,has_transporter
117,indinavir,O95342,has_transporter
